member_id,tier,segment,churn_probability,reason_1,reason_2,reason_3,recommended_action,annual_value_thb
M009307,Bronze,Hibernating,0.92800826,a member for 404 days (+13 points of risk),visiting 73% less often than their own usual pattern (+11 points of risk),62 days since last visit (+11 points of risk),Bounce-back free drink + one-question why-survey,1161.67
M002529,Bronze,Hibernating,0.7952513,77 days since last visit (+13 points of risk),a member for 417 days (+12 points of risk),11 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,1160.42
M010554,Bronze,Loyal,0.9056389,visiting 81% less often than their own usual pattern (+13 points of risk),a member for 428 days (+12 points of risk),10 visits on record (+10 points of risk),"Tier-up nudge, personalized bundle",1157.25
M017609,Bronze,At-risk regulars,0.88716346,a member for 250 days (+14 points of risk),typical gap between visits is now 2.8x longer than their own usual pattern (+8 points of risk),visits roughly every 41 days (+7 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1157.21
M002484,Silver,Loyal,0.9286279,a member for 368 days (+14 points of risk),typical gap between visits is now 3.0x longer than their own usual pattern (+10 points of risk),10 visits on record (+10 points of risk),"Tier-up nudge, personalized bundle",1157.13
M004512,Bronze,At-risk regulars,0.9486113,a member for 270 days (+13 points of risk),visits roughly every 44 days (+10 points of risk),visiting 51% less often than their own usual pattern (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1156.96
M013849,Bronze,At-risk regulars,0.86568177,typical gap between visits is now 3.5x longer than their own usual pattern (+16 points of risk),a member for 263 days (+14 points of risk),8 visits on record (+8 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1155.76
M002870,Silver,Hibernating,0.9427918,83 days since last visit (+14 points of risk),typical gap between visits is now 2.1x longer than their own usual pattern (+14 points of risk),a member for 445 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1155.13
M011407,Silver,Hibernating,0.87942445,67 days since last visit (+16 points of risk),visiting 73% less often than their own usual pattern (+13 points of risk),a member for 267 days (+12 points of risk),Bounce-back free drink + one-question why-survey,1154.38
M018639,Bronze,Hibernating,0.9008647,87 days since last visit (+20 points of risk),a member for 188 days (+11 points of risk),visits roughly every 14 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1153.44
M009879,Bronze,Hibernating,0.8854812,71 days since last visit (+17 points of risk),visiting 88% less often than their own usual pattern (+14 points of risk),16 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1153.07
M014713,Bronze,Hibernating,0.91499794,50 days since last visit (+18 points of risk),visiting 65% less often than their own usual pattern (+12 points of risk),8 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,1152.43
M014963,Bronze,Hibernating,0.9484924,65 days since last visit (+16 points of risk),typical gap between visits is now 2.1x longer than their own usual pattern (+14 points of risk),a member for 422 days (+11 points of risk),Bounce-back free drink + one-question why-survey,1152.17
M008919,Bronze,Hibernating,0.86800593,49 days since last visit (+18 points of risk),8 visits on record (+10 points of risk),a member for 185 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1151.64
M013734,Bronze,Loyal,0.86597276,visiting 79% less often than their own usual pattern (+14 points of risk),a member for 399 days (+14 points of risk),11 visits on record (+11 points of risk),"Tier-up nudge, personalized bundle",1151.61
M001285,Bronze,Hibernating,0.88632464,59 days since last visit (+13 points of risk),a member for 245 days (+11 points of risk),visiting 52% less often than their own usual pattern (+11 points of risk),Bounce-back free drink + one-question why-survey,1151.36
M018798,Bronze,At-risk regulars,0.87817276,a member for 333 days (+17 points of risk),visiting 74% less often than their own usual pattern (+12 points of risk),visits roughly every 53 days (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1150.58
M010305,Silver,Hibernating,0.86001873,70 days since last visit (+16 points of risk),a member for 427 days (+10 points of risk),10 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1149.3600000000001
M004051,Bronze,Hibernating,0.80090886,a member for 406 days (+11 points of risk),11 visits on record (+11 points of risk),48 days since last visit (+8 points of risk),Bounce-back free drink + one-question why-survey,1149.25
M010376,Silver,Hibernating,0.90010107,72 days since last visit (+16 points of risk),visiting 79% less often than their own usual pattern (+11 points of risk),a member for 373 days (+11 points of risk),Bounce-back free drink + one-question why-survey,1148.81
M000970,Silver,Loyal,0.8831963,typical gap between visits is now 2.1x longer than their own usual pattern (+17 points of risk),a member for 418 days (+14 points of risk),10 visits on record (+10 points of risk),"Tier-up nudge, personalized bundle",1146.74
M018249,Silver,At-risk regulars,0.88501745,visiting 76% less often than their own usual pattern (+14 points of risk),a member for 250 days (+12 points of risk),8 visits on record (+8 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1146.26
M007278,Bronze,Loyal,0.8013464,typical gap between visits is now 2.9x longer than their own usual pattern (+14 points of risk),a member for 437 days (+14 points of risk),11 visits on record (+12 points of risk),"Tier-up nudge, personalized bundle",1145.8
M019195,Bronze,Hibernating,0.9364698,a member for 511 days (+14 points of risk),11 visits on record (+11 points of risk),visiting 83% less often than their own usual pattern (+11 points of risk),Bounce-back free drink + one-question why-survey,1144.1699999999998
M001870,Silver,Hibernating,0.8623086,visiting 73% less often than their own usual pattern (+15 points of risk),14 visits on record (+14 points of risk),a member for 526 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1142.97
M008879,Silver,Hibernating,0.8160028,68 days since last visit (+16 points of risk),visiting 78% less often than their own usual pattern (+13 points of risk),a member for 246 days (+13 points of risk),Bounce-back free drink + one-question why-survey,1142.7
M002865,Bronze,Loyal,0.90585065,a member for 403 days (+14 points of risk),visits roughly every 40 days (+13 points of risk),visiting 71% less often than their own usual pattern (+12 points of risk),"Tier-up nudge, personalized bundle",1141.57
M014719,Bronze,At-risk regulars,0.80229425,a member for 360 days (+14 points of risk),visiting 54% less often than their own usual pattern (+11 points of risk),8 visits on record (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1141.14
M005359,Silver,Hibernating,0.83266926,visiting 39% less often than their own usual pattern (+10 points of risk),a member for 215 days (+9 points of risk),8 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1139.77
M015487,Bronze,Hibernating,0.88188106,58 days since last visit (+25 points of risk),visits roughly every 12 days (+20 points of risk),8 visits on record (+6 points of risk),Bounce-back free drink + one-question why-survey,1137.38
M005402,Bronze,Loyal,0.8728973,a member for 356 days (+15 points of risk),10 visits on record (+10 points of risk),typical gap between visits is now 2.7x longer than their own usual pattern (+10 points of risk),"Tier-up nudge, personalized bundle",1133.2
M002377,Bronze,Hibernating,0.84785354,visiting 70% less often than their own usual pattern (+14 points of risk),49 days since last visit (+13 points of risk),14 visits on record (+13 points of risk),Bounce-back free drink + one-question why-survey,1131.8899999999999
M003721,Silver,Loyal,0.9298298,visits roughly every 44 days (+17 points of risk),a member for 442 days (+12 points of risk),11 visits on record (+10 points of risk),"Tier-up nudge, personalized bundle",1129.7
M006890,Bronze,Hibernating,0.90355986,66 days since last visit (+15 points of risk),visiting 59% less often than their own usual pattern (+11 points of risk),a member for 279 days (+11 points of risk),Bounce-back free drink + one-question why-survey,1129.59
M017913,Bronze,Loyal,0.97404283,a member for 393 days (+14 points of risk),visits roughly every 49 days (+14 points of risk),visiting 72% less often than their own usual pattern (+10 points of risk),"Tier-up nudge, personalized bundle",1129.26
M017982,Bronze,Hibernating,0.90123606,a member for 309 days (+15 points of risk),visiting 58% less often than their own usual pattern (+11 points of risk),53 days since last visit (+10 points of risk),Bounce-back free drink + one-question why-survey,1127.57
M004372,Bronze,At-risk regulars,0.9045351,a member for 335 days (+16 points of risk),visits roughly every 53 days (+10 points of risk),typical gap between visits is now 2.1x longer than their own usual pattern (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1124.45
M014328,Bronze,At-risk regulars,0.88817334,visiting 96% less often than their own usual pattern (+15 points of risk),a member for 268 days (+13 points of risk),9 visits on record (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1124.38
M000205,Gold,Hibernating,0.9067259,a member for 393 days (+15 points of risk),85 days since last visit (+13 points of risk),visiting 49% less often than their own usual pattern (+8 points of risk),Bounce-back free drink + one-question why-survey,1122.6399999999999
M015902,Bronze,Hibernating,0.8229602,a member for 282 days (+12 points of risk),81 days since last visit (+11 points of risk),visiting 45% less often than their own usual pattern (+7 points of risk),Bounce-back free drink + one-question why-survey,1121.61
M005080,Bronze,Loyal,0.9554531,a member for 510 days (+16 points of risk),visits roughly every 55 days (+13 points of risk),visiting 74% less often than their own usual pattern (+11 points of risk),"Tier-up nudge, personalized bundle",1119.8899999999999
M002723,Bronze,Hibernating,0.8537332,49 days since last visit (+16 points of risk),typical gap between visits is now 2.3x longer than their own usual pattern (+14 points of risk),8 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,1118.52
M008465,Bronze,Hibernating,0.8955891,9 visits on record (+14 points of risk),visits roughly every 10 days (+13 points of risk),36 days since last visit (+12 points of risk),Bounce-back free drink + one-question why-survey,1114.9
M004090,Bronze,Loyal,0.8264121,13 visits on record (+14 points of risk),typical gap between visits is now 2.3x longer than their own usual pattern (+14 points of risk),a member for 470 days (+7 points of risk),"Tier-up nudge, personalized bundle",1114.32
M017158,Silver,Hibernating,0.93262327,typical gap between visits is now 2.2x longer than their own usual pattern (+14 points of risk),a member for 379 days (+13 points of risk),9 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,1114.22
M011643,Bronze,Hibernating,0.9032946,52 days since last visit (+15 points of risk),visiting 65% less often than their own usual pattern (+12 points of risk),a member for 231 days (+9 points of risk),Bounce-back free drink + one-question why-survey,1113.17
M003747,Bronze,At-risk regulars,0.9173782,visits roughly every 43 days (+13 points of risk),a member for 260 days (+13 points of risk),visiting 51% less often than their own usual pattern (+10 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1113.01
M003055,Silver,Hibernating,0.94209915,visiting 89% less often than their own usual pattern (+11 points of risk),9 visits on record (+9 points of risk),87 days since last visit (+9 points of risk),Bounce-back free drink + one-question why-survey,1112.34
M018082,Bronze,Hibernating,0.8980494,a member for 383 days (+15 points of risk),79 days since last visit (+13 points of risk),visiting 76% less often than their own usual pattern (+11 points of risk),Bounce-back free drink + one-question why-survey,1111.93
M001217,Bronze,At-risk regulars,0.86007357,visiting 86% less often than their own usual pattern (+13 points of risk),a member for 345 days (+13 points of risk),8 visits on record (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1110.95
M010860,Bronze,Hibernating,0.9489801,49 days since last visit (+21 points of risk),visits roughly every 13 days (+18 points of risk),visits down 50% in the last 30 days vs. the 30 before (+7 points of risk),Bounce-back free drink + one-question why-survey,1110.55
M004362,Bronze,Hibernating,0.9251664,a member for 402 days (+13 points of risk),57 days since last visit (+12 points of risk),9 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1109.56
M017151,Bronze,Hibernating,0.84095746,9 visits on record (+10 points of risk),a member for 300 days (+10 points of risk),visiting 44% less often than their own usual pattern (+10 points of risk),Bounce-back free drink + one-question why-survey,1108.96
M015693,Bronze,Loyal,0.9062893,a member for 547 days (+17 points of risk),typical gap between visits is now 3.5x longer than their own usual pattern (+16 points of risk),14 visits on record (+15 points of risk),"Tier-up nudge, personalized bundle",1108.15
M018166,Bronze,At-risk regulars,0.8307465,visiting 62% less often than their own usual pattern (+18 points of risk),8 visits on record (+9 points of risk),a member for 156 days (+8 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1107.96
M013189,Bronze,At-risk regulars,0.88954145,a member for 372 days (+14 points of risk),visiting 88% less often than their own usual pattern (+13 points of risk),9 visits on record (+10 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1107.88
M014029,Silver,Hibernating,0.92958236,a member for 369 days (+12 points of risk),52 days since last visit (+11 points of risk),9 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,1106.69
M007013,Bronze,At-risk regulars,0.87798136,a member for 382 days (+16 points of risk),visiting 86% less often than their own usual pattern (+13 points of risk),8 visits on record (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1100.27
M008746,Silver,Hibernating,0.9471643,a member for 520 days (+13 points of risk),typical gap between visits is now 2.2x longer than their own usual pattern (+13 points of risk),11 visits on record (+12 points of risk),Bounce-back free drink + one-question why-survey,1099.69
M007798,Bronze,At-risk regulars,0.82649404,visiting 43% less often than their own usual pattern (+15 points of risk),a member for 221 days (+8 points of risk),9 visits on record (+8 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1098.98
M017835,Silver,Loyal,0.84590703,a member for 525 days (+15 points of risk),visiting 92% less often than their own usual pattern (+15 points of risk),14 visits on record (+15 points of risk),"Tier-up nudge, personalized bundle",1094.22
M003211,Bronze,Hibernating,0.90517753,77 days since last visit (+16 points of risk),a member for 257 days (+11 points of risk),visiting 47% less often than their own usual pattern (+9 points of risk),Bounce-back free drink + one-question why-survey,1093.36
M000802,Bronze,Hibernating,0.7960441,58 days since last visit (+14 points of risk),14 visits on record (+12 points of risk),a member for 547 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1093.04
M016431,Bronze,Hibernating,0.9127597,visits roughly every 11 days (+14 points of risk),9 visits on record (+12 points of risk),36 days since last visit (+11 points of risk),Bounce-back free drink + one-question why-survey,1091.35
M003114,Silver,Hibernating,0.86319685,75 days since last visit (+14 points of risk),a member for 329 days (+12 points of risk),visiting 56% less often than their own usual pattern (+9 points of risk),Bounce-back free drink + one-question why-survey,1089.91
M013639,Silver,Hibernating,0.9636518,76 days since last visit (+14 points of risk),typical gap between visits is now 2.2x longer than their own usual pattern (+13 points of risk),a member for 537 days (+12 points of risk),Bounce-back free drink + one-question why-survey,1089.62
M019459,Bronze,Hibernating,0.8144919,83 days since last visit (+20 points of risk),visiting 44% less often than their own usual pattern (+10 points of risk),a member for 520 days (+9 points of risk),Bounce-back free drink + one-question why-survey,1087.56
M019416,Silver,Hibernating,0.9111386,78 days since last visit (+32 points of risk),visits roughly every 14 days (+13 points of risk),a member for 164 days (+8 points of risk),Bounce-back free drink + one-question why-survey,1086.69
M001294,Bronze,At-risk regulars,0.8708177,visiting 87% less often than their own usual pattern (+15 points of risk),a member for 366 days (+13 points of risk),9 visits on record (+11 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1086.67
M018267,Bronze,Hibernating,0.8940916,50 days since last visit (+13 points of risk),11 visits on record (+11 points of risk),a member for 367 days (+11 points of risk),Bounce-back free drink + one-question why-survey,1084.74
M005968,Bronze,At-risk regulars,0.7947371,visits roughly every 51 days (+25 points of risk),a member for 253 days (+8 points of risk),0 days since last visit (+5 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1084.49
M002140,Silver,At-risk regulars,0.94704413,visits roughly every 46 days (+13 points of risk),a member for 279 days (+13 points of risk),visiting 69% less often than their own usual pattern (+10 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1084.42
M017892,Silver,Hibernating,0.88533616,73 days since last visit (+18 points of risk),typical gap between visits is now 4.1x longer than their own usual pattern (+17 points of risk),11 visits on record (+12 points of risk),Bounce-back free drink + one-question why-survey,1083.77
M015554,Bronze,Hibernating,0.8666425,visiting 92% less often than their own usual pattern (+13 points of risk),a member for 358 days (+11 points of risk),87 days since last visit (+11 points of risk),Bounce-back free drink + one-question why-survey,1083.4099999999999
M010015,Bronze,At-risk regulars,0.859796,visiting 89% less often than their own usual pattern (+15 points of risk),a member for 262 days (+12 points of risk),9 visits on record (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1081.79
M013973,Bronze,Loyal,0.92187196,visits roughly every 53 days (+18 points of risk),a member for 376 days (+16 points of risk),8 visits on record (+8 points of risk),"Tier-up nudge, personalized bundle",1081.75
M008779,Gold,Loyal,0.89660406,visits roughly every 46 days (+18 points of risk),a member for 426 days (+15 points of risk),10 visits on record (+9 points of risk),"Tier-up nudge, personalized bundle",1081.52
M010974,Bronze,Hibernating,0.83691394,58 days since last visit (+12 points of risk),a member for 293 days (+10 points of risk),visiting 46% less often than their own usual pattern (+9 points of risk),Bounce-back free drink + one-question why-survey,1081.43
M007616,Bronze,At-risk regulars,0.7930511,visiting 93% less often than their own usual pattern (+18 points of risk),a member for 232 days (+8 points of risk),8 visits on record (+6 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1080.46
M010339,Bronze,Hibernating,0.88392085,visiting 61% less often than their own usual pattern (+12 points of risk),45 days since last visit (+12 points of risk),9 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,1080.23
M019959,Bronze,At-risk regulars,0.8634148,visits roughly every 9 days (+16 points of risk),34 days since last visit (+14 points of risk),visits down 75% in the last 30 days vs. the 30 before (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1080.18
M019477,Bronze,Hibernating,0.93481714,a member for 546 days (+14 points of risk),76 days since last visit (+11 points of risk),10 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,1079.96
M011721,Bronze,Hibernating,0.8055332,11 visits on record (+10 points of risk),48 days since last visit (+10 points of risk),a member for 424 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1078.73
M013309,Bronze,At-risk regulars,0.91980726,visits roughly every 14 days (+16 points of risk),34 days since last visit (+15 points of risk),visits down 67% in the last 30 days vs. the 30 before (+10 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1077.92
M010908,Bronze,Hibernating,0.97717345,75 days since last visit (+25 points of risk),visits roughly every 12 days (+13 points of risk),a member for 171 days (+8 points of risk),Bounce-back free drink + one-question why-survey,1076.57
M018271,Bronze,Loyal,0.8288122,visiting 58% less often than their own usual pattern (+14 points of risk),a member for 409 days (+13 points of risk),11 visits on record (+11 points of risk),"Tier-up nudge, personalized bundle",1076.26
M014448,Bronze,At-risk regulars,0.88272005,visiting 46% less often than their own usual pattern (+14 points of risk),a member for 230 days (+8 points of risk),9 visits on record (+8 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1072.09
M019576,Silver,Hibernating,0.9034827,visiting 55% less often than their own usual pattern (+12 points of risk),60 days since last visit (+12 points of risk),a member for 230 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1070.99
M013993,Bronze,Hibernating,0.81554836,visiting 83% less often than their own usual pattern (+12 points of risk),a member for 235 days (+9 points of risk),8 visits on record (+8 points of risk),Bounce-back free drink + one-question why-survey,1070.54
M016362,Bronze,At-risk regulars,0.82159436,9 visits on record (+12 points of risk),visiting 41% less often than their own usual pattern (+9 points of risk),a member for 176 days (+7 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1070.36
M018673,Bronze,Hibernating,0.8654929,70 days since last visit (+34 points of risk),visits roughly every 17 days (+10 points of risk),a member for 186 days (+8 points of risk),Bounce-back free drink + one-question why-survey,1065.65
M018456,Bronze,Loyal,0.9617465,a member for 423 days (+13 points of risk),visits roughly every 42 days (+13 points of risk),visiting 45% less often than their own usual pattern (+10 points of risk),"Tier-up nudge, personalized bundle",1063.87
M011655,Bronze,Hibernating,0.8762059,a member for 321 days (+15 points of risk),69 days since last visit (+11 points of risk),visiting 36% less often than their own usual pattern (+6 points of risk),Bounce-back free drink + one-question why-survey,1063.7
M012298,Bronze,Hibernating,0.7934706,77 days since last visit (+17 points of risk),a member for 299 days (+14 points of risk),typical gap between visits is now 2.4x longer than their own usual pattern (+7 points of risk),Bounce-back free drink + one-question why-survey,1063.42
M013983,Bronze,Hibernating,0.9118641,79 days since last visit (+16 points of risk),a member for 356 days (+16 points of risk),typical gap between visits is now 2.4x longer than their own usual pattern (+8 points of risk),Bounce-back free drink + one-question why-survey,1058.78
M005262,Silver,Hibernating,0.946903,77 days since last visit (+22 points of risk),visits roughly every 11 days (+12 points of risk),8 visits on record (+8 points of risk),Bounce-back free drink + one-question why-survey,1057.59
M015354,Bronze,At-risk regulars,0.89648324,typical gap between visits is now 2.2x longer than their own usual pattern (+16 points of risk),a member for 403 days (+14 points of risk),10 visits on record (+10 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1053.83
M015445,Bronze,Hibernating,0.8994229,visiting 68% less often than their own usual pattern (+13 points of risk),47 days since last visit (+13 points of risk),14 visits on record (+12 points of risk),Bounce-back free drink + one-question why-survey,1052.8
M004734,Bronze,Hibernating,0.8773214,84 days since last visit (+21 points of risk),9 visits on record (+9 points of risk),a member for 230 days (+8 points of risk),Bounce-back free drink + one-question why-survey,1048.78
M007991,Bronze,At-risk regulars,0.80953383,visiting 58% less often than their own usual pattern (+18 points of risk),a member for 171 days (+8 points of risk),8 visits on record (+7 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1047.17
M003212,Bronze,Hibernating,0.861195,visiting 56% less often than their own usual pattern (+12 points of risk),11 visits on record (+12 points of risk),48 days since last visit (+9 points of risk),Bounce-back free drink + one-question why-survey,1046.31
M013299,Bronze,Loyal,0.80118686,visiting 81% less often than their own usual pattern (+13 points of risk),a member for 579 days (+13 points of risk),13 visits on record (+13 points of risk),"Tier-up nudge, personalized bundle",1046.29
M010822,Bronze,Hibernating,0.85097855,51 days since last visit (+14 points of risk),a member for 282 days (+11 points of risk),visiting 32% less often than their own usual pattern (+5 points of risk),Bounce-back free drink + one-question why-survey,1044.85
M005953,Bronze,Hibernating,0.90740716,82 days since last visit (+15 points of risk),visiting 66% less often than their own usual pattern (+12 points of risk),16 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,1043.9
M007393,Bronze,At-risk regulars,0.82503706,a member for 179 days (+8 points of risk),visits roughly every 36 days (+8 points of risk),visiting 42% less often than their own usual pattern (+7 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1043.48
M015807,Bronze,Hibernating,0.7937961,74 days since last visit (+15 points of risk),a member for 347 days (+14 points of risk),8 visits on record (+7 points of risk),Bounce-back free drink + one-question why-survey,1043.27
M012494,Bronze,Loyal,0.94148564,typical gap between visits is now 2.4x longer than their own usual pattern (+20 points of risk),14 visits on record (+14 points of risk),a member for 525 days (+13 points of risk),"Tier-up nudge, personalized bundle",1042.73
M001892,Bronze,At-risk regulars,0.8904347,a member for 338 days (+14 points of risk),visiting 62% less often than their own usual pattern (+13 points of risk),visits roughly every 46 days (+8 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1042.52
M001261,Bronze,At-risk regulars,0.9118056,a member for 292 days (+12 points of risk),visiting 37% less often than their own usual pattern (+11 points of risk),visits roughly every 41 days (+11 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1042.48
M001740,Bronze,Hibernating,0.87369823,a member for 329 days (+13 points of risk),visiting 95% less often than their own usual pattern (+12 points of risk),48 days since last visit (+9 points of risk),Bounce-back free drink + one-question why-survey,1041.8
M003801,Bronze,At-risk regulars,0.8733326,typical gap between visits is now 2.1x longer than their own usual pattern (+16 points of risk),a member for 315 days (+11 points of risk),10 visits on record (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1041.68
M004543,Bronze,Hibernating,0.9000107,a member for 392 days (+13 points of risk),78 days since last visit (+12 points of risk),11 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1038.61
M008142,Bronze,Hibernating,0.9798345,84 days since last visit (+21 points of risk),visits roughly every 13 days (+11 points of risk),9 visits on record (+8 points of risk),Bounce-back free drink + one-question why-survey,1037.3
M014857,Silver,Hibernating,0.9217437,46 days since last visit (+14 points of risk),visiting 71% less often than their own usual pattern (+12 points of risk),8 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1035.69
M019212,Bronze,Hibernating,0.95630294,60 days since last visit (+20 points of risk),visits roughly every 13 days (+18 points of risk),a member for 151 days (+8 points of risk),Bounce-back free drink + one-question why-survey,1035.29
M019967,Silver,Hibernating,0.8561944,typical gap between visits is now 3.0x longer than their own usual pattern (+19 points of risk),16 visits on record (+14 points of risk),64 days since last visit (+13 points of risk),Bounce-back free drink + one-question why-survey,1034.59
M003222,Bronze,Hibernating,0.8568252,a member for 428 days (+16 points of risk),typical gap between visits is now 2.4x longer than their own usual pattern (+15 points of risk),9 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,1034.22
M006325,Silver,Hibernating,0.9000688,a member for 283 days (+11 points of risk),64 days since last visit (+10 points of risk),visiting 49% less often than their own usual pattern (+8 points of risk),Bounce-back free drink + one-question why-survey,1031.88
M011933,Bronze,Loyal,0.92491263,a member for 407 days (+14 points of risk),visiting 65% less often than their own usual pattern (+13 points of risk),11 visits on record (+10 points of risk),"Tier-up nudge, personalized bundle",1030.28
M015210,Bronze,Hibernating,0.85023785,a member for 420 days (+13 points of risk),9 visits on record (+13 points of risk),38 days since last visit (+8 points of risk),Bounce-back free drink + one-question why-survey,1029.46
M002032,Bronze,Hibernating,0.84067273,a member for 287 days (+11 points of risk),visiting 76% less often than their own usual pattern (+11 points of risk),49 days since last visit (+10 points of risk),Bounce-back free drink + one-question why-survey,1027.01
M002411,Bronze,Hibernating,0.9325628,52 days since last visit (+13 points of risk),a member for 379 days (+12 points of risk),typical gap between visits is now 2.1x longer than their own usual pattern (+12 points of risk),Bounce-back free drink + one-question why-survey,1026.77
M015712,Bronze,Hibernating,0.9138628,70 days since last visit (+17 points of risk),visiting 68% less often than their own usual pattern (+12 points of risk),a member for 513 days (+11 points of risk),Bounce-back free drink + one-question why-survey,1025.28
M015309,Bronze,At-risk regulars,0.8990255,visiting 42% less often than their own usual pattern (+12 points of risk),a member for 232 days (+8 points of risk),8 visits on record (+7 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1024.1200000000001
M014948,Bronze,Hibernating,0.7959124,49 days since last visit (+12 points of risk),11 visits on record (+11 points of risk),a member for 434 days (+7 points of risk),Bounce-back free drink + one-question why-survey,1023.35
M012250,Bronze,Hibernating,0.85977554,54 days since last visit (+10 points of risk),9 visits on record (+10 points of risk),visiting 37% less often than their own usual pattern (+9 points of risk),Bounce-back free drink + one-question why-survey,1022.5
M007960,Bronze,Hibernating,0.833753,visiting 65% less often than their own usual pattern (+12 points of risk),a member for 276 days (+10 points of risk),45 days since last visit (+8 points of risk),Bounce-back free drink + one-question why-survey,1022.08
M005910,Bronze,At-risk regulars,0.8591211,a member for 395 days (+16 points of risk),visiting 81% less often than their own usual pattern (+14 points of risk),10 visits on record (+10 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1021.1
M006425,Bronze,Hibernating,0.9356922,48 days since last visit (+22 points of risk),visits roughly every 17 days (+10 points of risk),visits down 50% in the last 30 days vs. the 30 before (+6 points of risk),Bounce-back free drink + one-question why-survey,1019.6800000000001
M013821,Bronze,Hibernating,0.8042582,44 days since last visit (+23 points of risk),visits roughly every 15 days (+16 points of risk),visits down 50% in the last 30 days vs. the 30 before (+6 points of risk),Bounce-back free drink + one-question why-survey,1018.87
M010242,Bronze,Hibernating,0.82977116,a member for 344 days (+14 points of risk),visiting 72% less often than their own usual pattern (+11 points of risk),8 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1015.31
M000574,Bronze,At-risk regulars,0.85792696,visiting 69% less often than their own usual pattern (+16 points of risk),9 visits on record (+10 points of risk),a member for 175 days (+7 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1014.55
M009380,Bronze,Hibernating,0.8203234,a member for 354 days (+12 points of risk),67 days since last visit (+11 points of risk),9 visits on record (+8 points of risk),Bounce-back free drink + one-question why-survey,1014.14
M008550,Bronze,At-risk regulars,0.87659216,visits roughly every 42 days (+13 points of risk),a member for 221 days (+10 points of risk),visiting 73% less often than their own usual pattern (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1013.5799999999999
M002137,Bronze,Hibernating,0.8674343,57 days since last visit (+16 points of risk),a member for 172 days (+9 points of risk),visiting 39% less often than their own usual pattern (+8 points of risk),Bounce-back free drink + one-question why-survey,1007.44
